id,programCardDuration,programPreviewDuration,formattedApplicationFee,formattedTuition,formattedCostOfLiving,slug,name,shortName,programLevel,programSummary,requirements,school
295033,1 year,1 year master's degree,£0 GBP,"$32,974 USD / Year","£9,207 GBP / Year",master-of-science-narrative-futures-art-data-society,"Master of Science - Narrative Futures: Art, Data, Society","Narrative Futures - Art, Data, Society",Master's Degree,"<span style=""color:rgb(51, 51, 51);font-family:&quot;Source Sans Pro&quot;, Arial, sans-serif;font-size:18px"">In this Master of Science Program students will learn how narratives are being transformed in a variety of artistic domains, from creative writing to game design; in different spheres of social life, from digital markets to religious or environmental discourses; and at the frontier of computational developments in artificial intelligence. Students will combine hands-on creative and data skills development with research-led theoretical inquiry to help them master the narratives through which human beings perceive and (re)create the world.</span>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '78.0%'}]}]}]","{'id': '2087', 'name': 'The University of Edinburgh', 'slug': 'the-university-of-edinburgh', 'location': 'Edinburgh, Scotland, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/087/logos/small/University-of-Edinburgh-Logo-February2022.png?1644938782', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/016/679/photos/optimized/University-of-Edinburgh-Main-February2022.webp?1659727800'}"
289231,2 months,6 week ESL program,£0 GBP,"$2,884 USD / Year","£12,276 GBP / Year",cele-preparatory-english-6-week-289231,CELE Preparatory English (6 Week),Preparatory English,English as Second Language (ESL),"<div>CELE is part of the School of Education, which is in the top 50 worldwide in the QS World University Rankings by Subject 2022.&nbsp;</div><div><br></div><div>CELE plays a central role in the university by preparing students for the demands of academic study in a range of disciplines at all levels and supporting students during their studies. The programmes develop students' academic and language skills and also introduces them to research methodology, critical thinking and learner autonomy.&nbsp;</div><div><br></div><div>University of Nottingham is&nbsp; accredited by the British Council for the teaching of English in the UK which ensures high-quality teaching, facilities and support. Their strengths were recognised in course design, quality management, learning resources and the experience, skills and knowledge of the teaching team.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '1.0%'}]}]}]","{'id': '2352', 'name': 'University of Nottingham - Sutton Bonington', 'slug': 'university-of-nottingham-sutton-bonington', 'location': 'Leicestershire, East Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/352/logos/small/Nottingham-logo_template.png?1675459100', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/918/photos/optimized/nottingham-sutton-01-2023.webp?1674590278'}"
280240,1 year,1 year master's degree,£0 GBP,"$31,684 USD / Year","£12,006 GBP / Year",master-of-science-research-in-cancer-and-genomic-sciences,Master of Science - Research in Cancer and Genomic Sciences,Research in Cancer and Genomic Sciences,Master's Degree,"<div style=""text-align:justify"">The Cancer and Genomics PhD/MSc by Research in the Institute of Cancer and Genomic Sciences will provide students with the skills needed to contribute to research in the areas of cell and molecular biology, immunology and virology.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">The University of Birmingham's extensive research programme brings together scientists and clinicians to define basic mechanisms of cell and molecular biology, and then determine how the normal programme of cell growth and differentiation is usurped in cancer.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Students will work amongst the very best researchers to produce original and distinctive globally leading research, with the ultimate goal to design and rigorously assess new and proven cancer treatments. In so doing, students will play a significant role in accelerating the ultimate control of cancer.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">The MSc by Research program is intended for students who wish to obtain high quality research training that will enable them to conduct independent investigative research.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">By studying in the Institute of Cancer and Genomic Sciences, students will be joining over 100 postgraduate research students covering a wide range of topics including:</div><div style=""text-align:justify""><br></div><ul><li style=""text-align:justify"">translational and fundamental aspects of cancer</li><li style=""text-align:justify"">cancer biology</li><li style=""text-align:justify"">genomics</li><li style=""text-align:justify"">epigenomics</li><li style=""text-align:justify"">genome biology</li><li style=""text-align:justify"">genetics of rare diseases</li></ul><div style=""text-align:justify"">Students will work closely with their supervisory team who will help them clarify their project and support their development. Students' thesis will represent an original contribution to knowledge and demonstrate independent judgement.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Please be advised that this programme requires a supervisor.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '75.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
280244,1 year,1 year master's degree,£0 GBP,"$31,684 USD / Year","£12,006 GBP / Year",master-of-science-research-in-chemical-engineering,Master of Science - Research in Chemical Engineering,Research in Chemical Engineering,Master's Degree,"<p style=""text-align:justify"">Chemical Engineering at the University of Birmingham is one of the largest departments in the UK, they have a well-established tradition of wide-ranging experimental research. From fighting antimicrobial resistance with honey to creating healthier chocolate, their research captures some of the most pressing, yet relatable, issues today.</p><p style=""text-align:justify"">In order to maintain their position as one of the major centres for engineering research in Europe, the University of Birmingham seeks to recruit excellent research students to assist them in building their world-leading portfolio.&nbsp;</p><p style=""text-align:justify"">Please be advised that this programme requires a supervisor.</p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '75.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
289221,2 months,6 week ESL program,£0 GBP,"$4,807 USD / Year","£12,276 GBP / Year",cele-preparatory-english-6-week-289221,CELE Preparatory English (6 Week),Preparatory English,English as Second Language (ESL),"<div>CELE is part of the School of Education, which is in the top 50 worldwide in the QS World University Rankings by Subject 2022.&nbsp;</div><div><br></div><div>CELE plays a central role in the university by preparing students for the demands of academic study in a range of disciplines at all levels and supporting students during their studies. The programmes develop students' academic and language skills and also introduces them to research methodology, critical thinking and learner autonomy.&nbsp;</div><div><br></div><div>University of Nottingham is&nbsp; accredited by the British Council for the teaching of English in the UK which ensures high-quality teaching, facilities and support. Their strengths were recognised in course design, quality management, learning resources and the experience, skills and knowledge of the teaching team.</div><div><br></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2349', 'name': 'University of Nottingham - University Park ', 'slug': 'university-of-nottingham-university-park', 'location': 'Nottingham, East Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/349/logos/small/Nottingham-logo_template.png?1675458809', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/909/photos/optimized/Nottingham-trent2-01-2023.webp?1674589353'}"
290782,5 months,20 week ESL program,£0 GBP,"$9,613 USD / Year","£12,276 GBP / Year",cele-preparatory-english-20-week-290782,CELE Preparatory English (20 Week),Preparatory English,English as Second Language (ESL),"<div>CELE is part of the School of Education, which is in the top 50 worldwide in the QS World University Rankings by Subject 2022.&nbsp;</div><div><br></div><div>CELE plays a central role in the university by preparing students for the demands of academic study in a range of disciplines at all levels and supporting students during their studies. The programmes develop students' academic and language skills and also introduces them to research methodology, critical thinking and learner autonomy.&nbsp;</div><div><br></div><div>University of Nottingham is&nbsp; accredited by the British Council for the teaching of English in the UK which ensures high-quality teaching, facilities and support. Their strengths were recognised in course design, quality management, learning resources and the experience, skills and knowledge of the teaching team.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2354', 'name': 'University of Nottingham - Medical School', 'slug': 'university-of-nottingham-medical-school', 'location': 'Nottingham, East Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/354/logos/small/Nottingham-logo_template.png?1675460994', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/922/photos/optimized/nottingham-medschoolbuilding-01_2023.webp?1674590774'}"
280008,2 years 1 month,25 month postgraduate diploma,£0 GBP,"$32,414 USD / Year","£12,006 GBP / Year",postgraduate-diploma-physician-associate-studies-b600,Postgraduate Diploma - Physician Associate Studies (B600),Postgraduate Diploma - Physician Associate Studies (B600),Postgraduate Diploma,"<p style=""text-align:justify"">The University of Birmingham has been training Physician Associates (formerly Physician Assistants) since January 2008. As one of the longest running programmes in the country, the Univeristy of Birmingham is delighted to offer this opportunity to graduates to make a valuable contribution to the nation’s health. The University of Birmingham works in partnership with hospitals and practices in the Midlands and beyond.</p><p style=""text-align:justify"">The development of the profession has been led by the Department of Health and has involved the Royal Colleges of Physicians and of General Practitioners as well as the profession itself through the former UK Association of Physician Associates (UKAPA) which is now the Faculty of Physician Associates at the Royal College of Physicians. University of Birmingham staff have taken a key role in the development of the programme at a national as well as a regional level in response to need identified by local healthcare providers. Successful completion of the programme will qualify students to practise as a Physician Associate in the UK.<br></p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '75.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
289230,5 months,20 week ESL program,£0 GBP,"$9,613 USD / Year","£12,276 GBP / Year",cele-preparatory-english-20-week-289230,CELE Preparatory English (20 Week),Preparatory English,English as Second Language (ESL),"<div>CELE is part of the School of Education, which is in the top 50 worldwide in the QS World University Rankings by Subject 2022.&nbsp;</div><div><br></div><div>CELE plays a central role in the university by preparing students for the demands of academic study in a range of disciplines at all levels and supporting students during their studies. The programmes develop students' academic and language skills and also introduces them to research methodology, critical thinking and learner autonomy.&nbsp;</div><div><br></div><div>University of Nottingham is&nbsp; accredited by the British Council for the teaching of English in the UK which ensures high-quality teaching, facilities and support. Their strengths were recognised in course design, quality management, learning resources and the experience, skills and knowledge of the teaching team.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '1.0%'}]}]}]","{'id': '2352', 'name': 'University of Nottingham - Sutton Bonington', 'slug': 'university-of-nottingham-sutton-bonington', 'location': 'Leicestershire, East Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/352/logos/small/Nottingham-logo_template.png?1675459100', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/918/photos/optimized/nottingham-sutton-01-2023.webp?1674590278'}"
279768,1 year,1 year master's degree,£50 GBP,"$29,020 USD / Year","£12,006 GBP / Year",master-of-science-financial-economics-0a85c2e3-9af8-412e-a04e-f5a1cb0060c4,Master of Science - Financial Economics,Financial Economics,Master's Degree,"<p style=""text-align:justify"">Combining generic and specialist financial modules, the MSc Financial Economics programme offers a comprehensive grounding in financial markets and banking from an economics perspective.</p><p style=""text-align:justify"">The fascinating world of banking and financial markets is more than just headlines, it is the lifeblood of the collective global economies. The MSc is designed for graduates with an economics-based degree, who are seeking to train themselves technically for their career in finance. With its blend of generic modules and specialist financial modules, this course would be ideal for individuals wishing to embark on a career in the finance industry.</p><p style=""text-align:justify"">The employability options are vast and varied, the University of Birmingham's strong links with industry mean that rigorous undergraduate academic study is combined with a real practical focus, leading to excellent job opportunities.</p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '75.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
289226,5 months,20 week ESL program,£0 GBP,"$9,613 USD / Year","£12,276 GBP / Year",cele-preparatory-english-20-week,CELE Preparatory English (20 week) ,Preparatory English,English as Second Language (ESL),"<div>CELE is part of the School of Education, which is in the top 50 worldwide in the QS World University Rankings by Subject 2022.&nbsp;</div><div><br></div><div>CELE plays a central role in the university by preparing students for the demands of academic study in a range of disciplines at all levels and supporting students during their studies. The programmes develop students' academic and language skills and also introduces them to research methodology, critical thinking and learner autonomy.&nbsp;</div><div><br></div><div>University of Nottingham is&nbsp; accredited by the British Council for the teaching of English in the UK which ensures high-quality teaching, facilities and support. Their strengths were recognised in course design, quality management, learning resources and the experience, skills and knowledge of the teaching team.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2351', 'name': 'University of Nottingham - Jubilee', 'slug': 'university-of-nottingham-jubilee', 'location': 'Nottingham, East Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/351/logos/small/Nottingham-logo_template.png?1675459059', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/916/photos/optimized/nottingham-jubilee4-01_2023.webp?1674589995'}"
280217,1 year,1 year master's degree,£0 GBP,"$31,319 USD / Year","£12,006 GBP / Year",master-of-science-toxicology-db7cb5bd-a251-4a47-a15e-9ad5b9a069d7,Master of Science - Toxicology,Toxicology,Master's Degree,"<div style=""text-align:justify"">The Toxicology MSc is designed to meet the future needs of the sector, with contributions by international toxicology experts. The School of Biosciences is internationally recognised as a major centre for toxicology, offering integrated research-led teaching within a highly interactive teaching environment.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">This programme provides vocational training in the theoretical, clinical and laboratory aspects of toxicology.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Students will learn about the nature and mechanism of adverse effects of chemicals such as those found in industry, in the household, in agriculture, in medicine and those that occur naturally in the environment. There is a particular emphasis to molecular and cellular mechanisms of toxicity and to risk assessment.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">The Toxicology programmes are designed to meet the future needs of the sector, with contributions by international experts from the pharmaceutical industries, contract research companies, government and external toxicology centres.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">The MSc Toxicology programme provides training in theoretical, clinical and laboratory aspects of toxicology and acts as a conversion course, taking students from a variety of backgrounds and giving them new skills to enable them to move into research and employment in the field of toxicology and related disciplines.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '70.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
280161,1 year,1 year master's degree,£50 GBP,"$32,414 USD / Year","£12,006 GBP / Year",master-of-public-health-public-health-f79cf9bf-44cc-41e5-995b-20afa722b0e5,Master of Public Health - Public Health,Public Health,Master's Degree,"<div style=""text-align:justify"">This modular multidisciplinary programme in public health is designed to provide academic training to professionals currently working in, or who wish to work in, the public health field.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Students attend compulsory modules then choose from a wide range of approved modules. Students also have to attend a non assessed introductory week at the beginning of the course which provides an introduction to Public Health in particular in the context of health services in the UK.</div><div style=""text-align:justify""><br></div><div><div style=""text-align:justify"">As well as practising clinicians, the course may be of considerable value for those involved (or thinking about becoming involved) in senior management in the health services, as it covers most aspects of population health including epidemiology, statistics, health economics and health service management. Its modular nature allows the flexibility for participants to shape the programme to fit their needs in a way that ensures maximum utility with minimum disruption. Moreover, the course is delivered in an environment that combines the pragmatism and ‘can do’ spirit of a modern dynamic health service with the rigour, discipline, and high standards of a premier Russell Group University. The course covers many of the areas necessary for sitting the Part A examination of the Faculty of Public Health.</div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '75.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
279777,1 year,1 year master's degree,£0 GBP,"$27,925 USD / Year","£12,006 GBP / Year",master-of-science-international-development-b463f69c-ccd7-46eb-b4f0-9681fa6fe1c5,Master of Science - International Development,International Development,Master's Degree,"<div style=""text-align:justify"">The MSc in International Development allows students to explore the challenges facing developing and developed countries in the fight against global poverty, as well as to understand the promise and problems of proposed approaches to poverty reduction.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Students will explore theories of development in historical context from 1945 up to the present day in a single compulsory module. The theories are then applied to contemporary development approaches and issues. Throughout, the emphasis is on students developing a critical understanding of the evolution of development theories over the last half century and its implications for present day thinking about development.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Students can then select the remaining five modules to suit their own needs and interests. Students could, for example, take modules in rural and urban poverty reduction, on conflict and development or gender and development. Students could also take modules on project management, disaster management or governance. Many other modules are also available to choose from.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Each programme is taught by a team of multi-disciplinary specialists who work closely with students to address individual interests and concerns. Every student is allocated an academic tutor to support students in their academic progress throughout the year. The department has a long history of teaching students from across the world, and recent students have come from 99 different countries and a wide variety of professional and academic backgrounds.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '70.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
289220,2 months,6 week ESL program,£0 GBP,"$2,884 USD / Year","£12,276 GBP / Year",cele-preparatory-english-pg-bs-6-week-289220,CELE Preparatory English PG BS (6 Week),Preparatory English PG BS,English as Second Language (ESL),"<div>CELE is part of the School of Education, which is in the top 50 worldwide in the QS World University Rankings by Subject 2022.&nbsp;</div><div><br></div><div>CELE plays a central role in the university by preparing students for the demands of academic study in a range of disciplines at all levels and supporting students during their studies. The programmes develop students' academic and language skills and also introduces them to research methodology, critical thinking and learner autonomy.&nbsp;</div><div><br></div><div>University of Nottingham is&nbsp; accredited by the British Council for the teaching of English in the UK which ensures high-quality teaching, facilities and support. Their strengths were recognised in course design, quality management, learning resources and the experience, skills and knowledge of the teaching team.</div><div><br></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '1.0%'}]}]}]","{'id': '2349', 'name': 'University of Nottingham - University Park ', 'slug': 'university-of-nottingham-university-park', 'location': 'Nottingham, East Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/349/logos/small/Nottingham-logo_template.png?1675458809', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/909/photos/optimized/Nottingham-trent2-01-2023.webp?1674589353'}"
279159,1 year,1 year master's degree,£50 GBP,"$32,414 USD / Year","£12,006 GBP / Year",master-of-science-advanced-mechanical-engineering-99fe8ade-3427-46cd-8462-bb8a5b93fb19,Master of Science - Advanced Mechanical Engineering,Advanced Mechanical Engineering,Master's Degree,"<div style=""text-align:justify"">This innovative MSc Advanced Mechanical Engineering programme offers graduates excellent career prospects in a broad field of mechanical engineering-related industries. It will also provide excellent preparation for those wishing to undertake a PhD.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">The MSc Advanced Mechanical Engineering is a broad-based programme covering an important and industrially-relevant portfolio of mechanical engineering modules. All the teaching is delivered by highly experienced and qualified members of academic staff who are at the cutting-edge of research in their respective fields. This programme will be attractive to graduates of mechanical engineering or related subjects.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">With leading research into Advanced Mechanical Engineering, the University of Birmingham is the ideal location for bright graduates, looking for a solid and well-respected postgraduate qualification which will act as a springboard for a successful future.&nbsp;</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '65.0%'}]}]}]","{'id': '2271', 'name': 'University of Birmingham - Edgbaston', 'slug': 'university-of-birmingham-edgbaston', 'location': 'Birmingham, West Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/271/logos/small/University_of_Birmingham_Logo.jpg?1660068898', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/138/photos/optimized/University_of_Birmingham_Aerial_View_September_2022.webp?1663865206'}"
289222,5 months,20 week ESL program,£0 GBP,"$9,978 USD / Year","£12,276 GBP / Year",cele-preparatory-english-20-week-289222,CELE Preparatory English (20 Week),Preparatory English,English as Second Language (ESL),"<div>CELE is part of the School of Education, which is in the top 50 worldwide in the QS World University Rankings by Subject 2022.&nbsp;</div><div><br></div><div>CELE plays a central role in the university by preparing students for the demands of academic study in a range of disciplines at all levels and supporting students during their studies. The programmes develop students' academic and language skills and also introduces them to research methodology, critical thinking and learner autonomy.&nbsp;</div><div><br></div><div>University of Nottingham is&nbsp; accredited by the British Council for the teaching of English in the UK which ensures high-quality teaching, facilities and support. Their strengths were recognised in course design, quality management, learning resources and the experience, skills and knowledge of the teaching team.</div><div><br></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '1.0%'}]}]}]","{'id': '2349', 'name': 'University of Nottingham - University Park ', 'slug': 'university-of-nottingham-university-park', 'location': 'Nottingham, East Midlands, GB', 'logo': 'https://photos.applyboard.com/schools/000/002/349/logos/small/Nottingham-logo_template.png?1675458809', 'countryCode': 'GB', 'headerImage': 'https://photos.applyboard.com/school_photos/000/018/909/photos/optimized/Nottingham-trent2-01-2023.webp?1674589353'}"
