id,programCardDuration,programPreviewDuration,formattedApplicationFee,formattedTuition,formattedCostOfLiving,slug,name,shortName,programLevel,programSummary,requirements,school
90733,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",associate-of-arts-oregon-transfer-aaot-counseling-and-guidance-e2fa51d3-fe0a-4c68-b0b4-008e69c83b23,Associate of Arts Oregon Transfer (AAOT) - Counseling and Guidance,Counseling and Guidance,2-Year Undergraduate Diploma,"<p></p><h4></h4>Chemeketa's counseling and guidance courses are designed to help you excel in college and in your future career.<p></p><p><b>Why choose counseling &amp; guidance classes?</b></p><p>Attending college is one of the biggest investments you can make. You can prepare for college, career and personal success through counseling and guidance classes. Chemeketa offers several counseling and guidance courses that count toward transfer degree requirements.</p><p><b>What will you learn?</b></p><p>Counseling and guidance classes can help you develop the skills needed to be successful at Chemeketa, other colleges and within the community. Content includes –</p><ul><li>First year experience- creating college success</li><li>Preparing for college</li><li>College finances</li><li>College prep for international students</li><li>Career and life exploration, planning and development</li><li>Leadership through community service</li><li>Student leadership training</li><li>The four-year college transition</li></ul><p><b>What will you do?</b></p><p>The leadership, organization and planning skills you learn in counseling and guidance classes are useful in a variety of careers –</p><ul><li>Teaching and education</li><li>Business and nonprofits</li><li>Politics and government</li><li>Counseling and social services</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1576', 'name': 'Chemeketa Community College - Yamhill Valley', 'slug': 'chemeketa-community-college-yamhill-valley', 'location': 'McMinnville, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/576/logos/small/Chemeketa_Logo.png?1592578345', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/266/photos/optimized/Chemeketa_Yamhill-StudentsonCampus-June2020.webp?1659715874'}"
90736,1 year,1 year college certificate,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",college-certificate-criminal-justice-basic-corrections-9f58e0f1-2856-47c8-9165-650713b1ddaf,College Certificate - Criminal Justice - Basic Corrections,Criminal Justice - Basic Corrections,1-Year Post-Secondary Certificate,<h4></h4><p>Prepare for a career in 911 dispatch and other administrative roles with a criminal justice associate of applied science degree at Chemeketa.</p><p><b>Why choose criminal justice?</b></p><p>Are you ready to be the lifeline for someone calling 911? Or would you rather work with prisoners at intake and release? Chemeketa's associate of applied science degree in criminal justice may be just the thing you've been looking for.</p><p><b>What will you learn?</b></p><p>Chemeketa's criminal justice program focuses on the principles and organizational components of the wider criminal justice field.</p><p><b>What will you do?</b></p><p>Graduates with a Chemeketa criminal justice applied science degree will be ready for careers in –</p><ul><li>911 telecommunications</li><li>Intake and release work at correctional facilities</li><li>Private and public security work</li><li>Investigative field work (such as a liquor control agent)</li><li>Insurance adjusting</li><li>License inspecting</li></ul>,"[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1576', 'name': 'Chemeketa Community College - Yamhill Valley', 'slug': 'chemeketa-community-college-yamhill-valley', 'location': 'McMinnville, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/576/logos/small/Chemeketa_Logo.png?1592578345', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/266/photos/optimized/Chemeketa_Yamhill-StudentsonCampus-June2020.webp?1659715874'}"
90740,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",associate-of-applied-science-aas-criminal-justice-law-enforcement-e355cd21-1b03-43be-ac61-1953d01c440f,Associate of Applied Science (AAS) - Criminal Justice - Law Enforcement,Criminal Justice - Law Enforcement,2-Year Undergraduate Diploma,<h4></h4><p>Prepare for a career in 911 dispatch and other administrative roles with a criminal justice associate of applied science degree at Chemeketa.</p><p><b>Why choose criminal justice?</b></p><p>Are you ready to be the lifeline for someone calling 911? Or would you rather work with prisoners at intake and release? Chemeketa's associate of applied science degree in criminal justice may be just the thing you've been looking for.</p><p><b>What will you learn?</b></p><p>Chemeketa's criminal justice program focuses on the principles and organizational components of the wider criminal justice field.</p><p><b>What will you do?</b></p><p>Graduates with a Chemeketa criminal justice applied science degree will be ready for careers in –</p><ul><li>911 telecommunications</li><li>Intake and release work at correctional facilities</li><li>Private and public security work</li><li>Investigative field work (such as a liquor control agent)</li><li>Insurance adjusting</li><li>License inspecting</li></ul>,"[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1576', 'name': 'Chemeketa Community College - Yamhill Valley', 'slug': 'chemeketa-community-college-yamhill-valley', 'location': 'McMinnville, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/576/logos/small/Chemeketa_Logo.png?1592578345', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/266/photos/optimized/Chemeketa_Yamhill-StudentsonCampus-June2020.webp?1659715874'}"
90742,1 year,1 year college certificate including a practicum,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",college-certificate-early-childhood-education-be152a91-456e-46bd-9838-c5d4acd99f73,College Certificate - Early Childhood Education,Early Childhood Education,1-Year Post-Secondary Certificate,"<h4></h4>Early childhood educators work with children ages birth to eight. By caring for these children, you have the opportunity to help form the adults they become.<p></p><p><b>Why choose early childhood education?</b></p><p>A career working with young children can give you joy. You also have the satisfaction of knowing you have influenced the rest of their lives.</p><p><b>What will you learn?</b></p><p>The training, skills and practical experience needed to work effectively in infant and toddler, preschool, kindergarten or family education program, such as –</p><ul><li>Childhood development</li><li>Culture and families</li><li>Managing a daycare center</li><li>Guiding behavior</li><li>Creative activities</li><li>Children's literature</li><li>Child nutrition, health and safety</li></ul><p><b>What will you do?</b></p><p>Graduates of Chemeketa's Early Childhood Education degree and certificate programs may find employment at –</p><ul><li>Child care centers</li><li>Head-Start programs</li><li>Parent cooperative preschools</li><li>Private preschools and kindergartens</li><li>Public schools</li></ul><p>The roles you can expect to fulfill include –</p><ul><li>Assistant teacher</li><li>Coordinator</li><li>Director</li><li>Education assistant</li><li>Family child care provider</li><li>Family support specialist</li><li>Home visitor</li><li>Nanny</li><li>Owner of a child care center or preschool program</li><li>Resource specialist</li><li>Teacher</li></ul><p><b>Wages</b></p><p>Typically, the beginning wages of graduates are higher than for individuals in this field without degrees.</p><p>Starting wages in Oregon with –</p><ul><li>Early Childhood Certificate – $10.25-15.87 per hour</li><li>Associate's Degree – $10.75-18.64 per hour</li></ul><p>According to the US Bureau of Labor Statistics wage and salary jobs in the child care services industry are projected to grow about 15 percent over the 2008-18 period, compared with the 11 percent employment growth projected for all industries combined.</p><p><b>Early Childhood Education Certificate</b></p><p>Chemeketa's one year (56 credit hours) certification program is an expansion of the state licensing requirements. This certificate integrates college math and English as well as Early Child Education courses for a broader experience in infant, toddler, and early childhood education. All credits earned as part of The Early Childhood Certificate may be applied to the Associate's degree.<br></p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1576', 'name': 'Chemeketa Community College - Yamhill Valley', 'slug': 'chemeketa-community-college-yamhill-valley', 'location': 'McMinnville, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/576/logos/small/Chemeketa_Logo.png?1592578345', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/266/photos/optimized/Chemeketa_Yamhill-StudentsonCampus-June2020.webp?1659715874'}"
92994,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",associate-of-arts-oregon-transfer-aaot-foreign-languages-spanish,Associate of Arts Oregon Transfer (AAOT) - Foreign Languages - Spanish,Foreign Languages - Spanish,2-Year Undergraduate Diploma,"<h4></h4><div>Chemeketa offers more than 20 Spanish language classes to help fulfill the arts and letters requirement of our transfer degree.</div><div><br></div><div><div><b>Why choose spanish?</b></div><div><br></div><div>Spanish is the third most widely spoken language in the world. It is used by more than 500 million people in 21 countries. A large percentage of the U.S. population speaks Spanish.</div><div><br></div><div>Knowing another language and culture will –</div><div><br></div><ul><li>Increase your career opportunities</li><li>Broaden your horizons</li><li>Enrich your life in ways you never imagined</li><li>Develop your intercultural sensitivity</li><li>Increase your global understanding</li></ul><div>Taking one or two years of a second language can –</div><div><br></div><ul><li>Fulfill university course requirements</li><li>Greatly increase your chances of getting a rewarding and better-paying job</li><li>Enhance travel</li><li>Open up a new world of friendships and understanding</li></ul><div><b>What will you learn?</b></div><div><br></div><ul><li>Listening, speaking, reading and writing Spanish</li><li>Spanish culture, including geography, customs, daily life, heritage and literature</li><li>Spanish for healthcare</li><li>Spanish for native speakers</li></ul><div><b>What will you do?</b></div><div><br></div><div>Knowing Spanish can complement a career in –</div><div><br></div><ul><li>Agriculture</li><li>Communications</li><li>Employment</li><li>Journalism</li><li>Law Enforcement</li><li>Health Care</li><li>Social Work</li><li>Teaching</li></ul></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1183', 'name': 'Chemeketa Community College - Salem', 'slug': 'chemeketa-community-college-salem', 'location': 'Salem, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/183/logos/small/Chemeketa_Logo.png?1592599495', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/281/photos/optimized/Chemeketa-Welcome-June2020.webp?1659715890'}"
90745,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",associate-of-arts-oregon-transfer-aaot-economics,Associate of Arts Oregon Transfer (AAOT) - Economics,Economics,2-Year Undergraduate Diploma,"<p></p><ul><li></li></ul>Study basic economic concepts and how they influence issues in our society.<p></p><p><b>Why choose economics?</b></p><p>Learning economics helps you understand the forces that drive our world. Economics plays a role in -</p><ul><li>Personal finance</li><li>Business</li><li>Politics</li><li>Social change</li><li>Economic development</li></ul><p>The manner of studying economics also sharpens your problem-solving skills and ability to analyze information.</p><p><b>What will you learn?</b></p><p>How economics helps us understand –</p><ul><li>Unemployment</li><li>Poverty</li><li>Income distribution</li></ul><p>Microeconomic subjects like –</p><ul><li>Commodity production</li><li>Price elasticity</li><li>Profit, marginal analysis</li><li>Market power</li></ul><p>Macroeconomic subjects like –</p><ul><li>Aggregate supply and demand</li><li>Fiscal and monetary policies</li><li>International trade</li><li>Business cycles</li></ul><p><b>What will you do?</b></p><p>Economics is useful in a wide range of careers –</p><ul><li>Accounting</li><li>Banking</li><li>Business</li><li>Education</li><li>Finance</li><li>Government</li><li>Politics</li><li>Trade</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1576', 'name': 'Chemeketa Community College - Yamhill Valley', 'slug': 'chemeketa-community-college-yamhill-valley', 'location': 'McMinnville, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/576/logos/small/Chemeketa_Logo.png?1592578345', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/266/photos/optimized/Chemeketa_Yamhill-StudentsonCampus-June2020.webp?1659715874'}"
93053,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-business-and-management-management-1e85ba1d-3d14-4352-bdaf-ef57e9d75655,Associate of Arts Oregon Transfer (AAOT) - Business and Management - Management,Business and Management - Management,2-Year Undergraduate Diploma,"<h4>Program Description</h4><p>Earn your associate's degree or management certificate and prepare to be a business leader.</p><p><b>Why choose business management?</b></p><p>Chemeketa's management programs can prepare you for a variety of careers as a leader in businesses small and large.&nbsp;</p><p><b>What will you learn?</b></p><p>Completing your associate's degree opens up even more doors with training in strategic planning, mission fulfillment, team-building and leadership, marketing, research and interpreting financial and business reports.</p><p>The associate's degree in procurement and supply chain management prepares you for employment in local state or federal government agencies, or in the private sector in a variety of settings ranging from health care to manufacturing and other enterprises.&nbsp;</p><p>The one-year procurement management certificate will prepare you to handle contract management, inventory management, materials management, production management, quality control/quality assurance, distribution, and transportation.</p><p>The one-year retail management certificate prepares you for careers in sales and management in the retail field of your choosing.</p><p>The 12-credit sustainability in management certificate integrates sustainable development and environmentalism with a business management strategy to achieve corporate social responsibility.&nbsp;</p><p><b>What will you do?</b></p><p>Completing management classes will enable you to be a leader in many careers. Positions in management range from entry-level jobs such as manager trainees or assistant-manager positions all the way to top-level management, such as vice president of operations in public or private sectors with businesses or non-profit organizations.</p><p>Some careers in management may include –</p><p><b>General or Operations Manager</b></p><p>Middle level to top management responsible for overall business operations of small to large organizations in one location or large geographical areas</p><p><b>Functional Manager</b></p><p>Middle to top management in larger organizations responsible for certain units or departments within an organization (ex. managers of human resources, finance and marketing departments)</p><p><b>Sales Manager</b></p><p>Middle to top management level in small to large organizations responsible for the revenue generating operations of an organization in one location or large geographical areas</p><p><b>Retail Management</b></p><p>Entry level to top management f department or organization that sells directly to the public in one department or location</p><p><b>Procurement Management</b></p><p>Entry level to top management responsible for activities of the purchasing department of an organization (ex. procurement clerks, purchasing agents and purchasing managers)</p><p><b>Management Associate of Applied Science</b></p><p>This two-year program can qualify you to begin as a management trainee or other entry-level positions in a small business or large firm.</p><p>After completing the management degree, you will be able to –</p><ul><li>Explain how the strategic plan of a business interrelates with functional areas in order to fulfill the mission and purpose of an organization</li><li>Work as a team member and/or leader using effective communication strategies including writing, listening, speaking, negotiating, and persuading skills</li><li>Use technology to produce, research, and interpret financial, marketing, or business reports</li><li>Identify the legal, ethical, and financial consequences of decisions to business organizations</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1590', 'name': 'Chemeketa Community College - Woodburn', 'slug': 'chemeketa-community-college-woodburn', 'location': 'Woodburn, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/590/logos/small/Chemeketa_Logo.png?1593018115', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/277/photos/optimized/ChemeketaBrooks-Diversity-June2020.webp?1659715885'}"
92998,1 year,1 year college certificate,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",college-certificate-business-and-management-tax-preparation-a8ebddf8-0faf-47ab-a9aa-e431b2854dfe,College Certificate - Business and Management - Tax Preparation,Business and Management - Tax Preparation,1-Year Post-Secondary Certificate,<h4></h4><div>This certificate program is for students interested in tax preparation or as an additional credential for accountants. You will learn how to –</div><div><br></div><ul><li>Prepare individual income taxes</li><li>Aid in preparing corporation or partnership returns</li><li>Design accounting systems that work smoothly with tax preparation</li></ul><div>This program provides the 80 hours of coursework needed to take the Oregon Licensed Tax Preparer Test. See Course Sequences and Course Description pages for more information.</div>,"[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1183', 'name': 'Chemeketa Community College - Salem', 'slug': 'chemeketa-community-college-salem', 'location': 'Salem, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/183/logos/small/Chemeketa_Logo.png?1592599495', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/281/photos/optimized/Chemeketa-Welcome-June2020.webp?1659715890'}"
90746,3 years,3 year associate's degree,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",associate-of-applied-science-aas-fire-protection-technology-fire-prevention-f05c6ee2-c8fe-430c-8110-5b5422fbe42e,Associate of Applied Science (AAS) - Fire Protection Technology - Fire Prevention,Fire Protection Technology - Fire Prevention,2-Year Undergraduate Diploma,"<p></p><h4></h4>Train for work in public fire departments or private industry with a degree in fire prevention from Chemeketa.<p></p><p><b>Why choose fire prevention?</b></p><p>Fighting fires may get your adrenaline pumping, but would you rather be part of efforts to prevent fires in the first place?</p><p>In Chemeketa's Fire Prevention program, you will train to stop fires before they start and pave the way for jobs in the public and private sectors.</p><p>Chemeketa's Fire programs are accredited through the International Fire Service Accreditation Congress (IFSAC).</p><p><b>What will you learn?</b></p><p>In the Fire Prevention degree program, class, laboratory and field work will prepare you for a wide range of career opportunities. You will learn about the inner workings of combustibles, fire inspection, criminal investigation and what it takes to be the public face of an organization in fire services.</p><p><b>What will you do?</b></p><p>In the process of earning your degree, you will learn to –</p><ul><li>Exhibit safety practices under general supervision to prevent the occurrence and severity of hostile fires, to mitigate the effect of fire on people, and to assist in the determination of the cause of such fires</li><li>Demonstrate effective verbal and written communications skills to meet the needs of internal and external customers, resolve conflicts, and explain fire prevention concepts in a manner that places a high priority on customer satisfaction</li><li>Exhibit the ability to collaborate with a diversity of colleagues in order to accomplish goals of the organization</li><li>Demonstrate the ability to conduct risk reduction inspections through employing hazard identification, interpreting and applying codes and standards, and applying hazard abatement process</li><li>Demonstrate the ability to conduct, coordinate, and complete basic fire cause and origin investigation and participate, under supervision, in the investigation of complex fire situations</li></ul><p>Graduates with a degree in Fire Prevention are prepared for careers as fire investigators, work in state or local fire prevention bureaus, fire service public relations and public education, and as fire prevention specialists in private industry.</p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1576', 'name': 'Chemeketa Community College - Yamhill Valley', 'slug': 'chemeketa-community-college-yamhill-valley', 'location': 'McMinnville, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/576/logos/small/Chemeketa_Logo.png?1592578345', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/266/photos/optimized/Chemeketa_Yamhill-StudentsonCampus-June2020.webp?1659715874'}"
93067,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-chemistry-52c81922-f6d2-4526-8c05-753304b183c7,Associate of Arts Oregon Transfer (AAOT) - Chemistry,Chemistry,2-Year Undergraduate Diploma,"<p></p><h4>Program Description</h4>Chemeketa offers over 20 chemistry classes to fulfill requirements for transfer degrees and professional programs.<p></p><p><b>Why choose chemistry?</b></p><p>Chemistry studies the composition and characteristics of the physical world. It examines how matter reacts in different situations like changes in heat, light and pressure.</p><p><b>What will you learn?</b></p><p>Chemistry is part of the foundation of basic science and its many uses –</p><ul><li>Structure of matter</li><li>Chemical reactions</li><li>Energy flow</li><li>Chemistry of the environment</li></ul><p><b>What will you do?</b></p><p>A degree in chemistry opens many career opportunities –</p><ul><li>Cosmetics</li><li>Education</li><li>Engineering</li><li>Food research</li><li>Healthcare</li><li>Medicine</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1590', 'name': 'Chemeketa Community College - Woodburn', 'slug': 'chemeketa-community-college-woodburn', 'location': 'Woodburn, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/590/logos/small/Chemeketa_Logo.png?1593018115', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/277/photos/optimized/ChemeketaBrooks-Diversity-June2020.webp?1659715885'}"
93001,1 year,1 year college certificate,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",college-certificate-business-technology-office-fundamentals,College Certificate - Business Technology - Office Fundamentals,Business Technology - Office Fundamentals,1-Year Post-Secondary Certificate,"<h4></h4><div><div>Students in Office Administration &amp; Technology learn professional office management and administrative skills. You will produce effective documents and coordinate processes essential to the success of your employer.</div><div><br></div><div><div>You will develop the skills necessary to influence business office operations, manage office employees, and support supervisors as an executive assistant.</div><div><br></div></div></div><div>This certificate allows you to concentrate on the skills of a receptionist, file clerk, document processor or similar position. You will learn to –</div><div><br></div><ul><li>Create and proof business documents</li><li>Follow professional business guidelines and standards</li><li>Store, locate and retrieve information</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1183', 'name': 'Chemeketa Community College - Salem', 'slug': 'chemeketa-community-college-salem', 'location': 'Salem, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/183/logos/small/Chemeketa_Logo.png?1592599495', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/281/photos/optimized/Chemeketa-Welcome-June2020.webp?1659715890'}"
90748,1 year,1 year college certificate,$0 USD,"$11,400 USD / Year","$5,400 USD / Year",college-certificate-fire-service-supervision-management-8c3ccc78-f679-4c0d-8d0f-38f1c28c5437,College Certificate - Fire Service Supervision & Management,Fire Service Supervision & Management,1-Year Post-Secondary Certificate,"<h4></h4><p>Train for work in public fire departments or private industry with a degree in fire prevention from Chemeketa.</p><p><b>Why choose fire prevention?</b></p><p>Fighting fires may get your adrenaline pumping, but would you rather be part of efforts to prevent fires in the first place?</p><p>In Chemeketa's Fire Prevention program, you will train to stop fires before they start and pave the way for jobs in the public and private sectors.</p><p>Chemeketa's Fire programs are accredited through the International Fire Service Accreditation Congress (IFSAC).</p><p><b>What will you learn?</b></p><p>In the Fire Prevention degree program, class, laboratory and field work will prepare you for a wide range of career opportunities. You will learn about the inner workings of combustibles, fire inspection, criminal investigation and what it takes to be the public face of an organization in fire services.</p><p><b>What will you do?</b></p><p>In the process of earning your degree, you will learn to –</p><ul><li>Exhibit safety practices under general supervision to prevent the occurrence and severity of hostile fires, to mitigate the effect of fire on people, and to assist in the determination of the cause of such fires</li><li>Demonstrate effective verbal and written communications skills to meet the needs of internal and external customers, resolve conflicts, and explain fire prevention concepts in a manner that places a high priority on customer satisfaction</li><li>Exhibit the ability to collaborate with a diversity of colleagues in order to accomplish goals of the organization</li><li>Demonstrate the ability to conduct risk reduction inspections through employing hazard identification, interpreting and applying codes and standards, and applying hazard abatement process</li><li>Demonstrate the ability to conduct, coordinate, and complete basic fire cause and origin investigation and participate, under supervision, in the investigation of complex fire situations</li></ul><p>Graduates with a degree in Fire Prevention are prepared for careers as fire investigators, work in state or local fire prevention bureaus, fire service public relations and public education, and as fire prevention specialists in private industry.</p><p><b>&nbsp;Fire Service Supervision and Management Certificate</b><br></p><p>The Fire Service Supervision and Management certificate is designed to prepare current firefighters for promotion to officer positions.</p><p>You will learn valuable leadership and communication skills that you can rely on whether you're on the scene of a three-alarm blaze or managing the day-to-day operations at a fire department.<br></p><p>To be admitted to the certificate program, you must be certified as Firefighter 1 (or equivalent) and actively be pursuing Firefighter 2 or have an associate degree in fire protection or possess professional certificates and have experience or equivalent credentials in fire prevention, fire training or public fire education.</p><p>You must also be interviewed by the program chair Bill Klein and have your training, education, and experience evaluated. Upon completion of the admittance process, an individualized program of study will be developed for you. The certificate can be completed in less than a year.</p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1576', 'name': 'Chemeketa Community College - Yamhill Valley', 'slug': 'chemeketa-community-college-yamhill-valley', 'location': 'McMinnville, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/576/logos/small/Chemeketa_Logo.png?1592578345', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/266/photos/optimized/Chemeketa_Yamhill-StudentsonCampus-June2020.webp?1659715874'}"
93068,2 years,2 year associate's degree,$0 USD,"$11,400 USD / Year","$12,000 USD / Year",associate-of-arts-oregon-transfer-aaot-geology-7b3a5aa2-96e4-42ef-b743-f6e175a0f561,Associate of Arts Oregon Transfer (AAOT) - Geology,Geology,2-Year Undergraduate Diploma,"<p></p><p>Program Description</p>Chemeketa offers several geology classes—some of them help fulfill the science requirements of our transfer degrees.<p></p><p><b>Why choose geology?</b></p><p>Geology gives us a deeper perspective on how time and energy affect the earth.</p><p>Geologists study the solid and liquid matter that constitutes the Earth as well as the processes and history that have shaped it.</p><p><b>What will you learn?</b></p><ul><li>Geology of the Pacific Northwest</li><li>Nature and origin of common rocks and minerals</li><li>Geologic process that shape landscapes like rivers, coasts, deserts and glaciers</li><li>Geologic evolution of the earth</li></ul><p><b>What will you do?</b></p><p>People who study geology have a deep understanding of how the earth was made and how it continues to change. Students of geology often work in –</p><ul><li>Education</li><li>Government</li><li>Mining</li><li>Natural resource management</li></ul>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1590', 'name': 'Chemeketa Community College - Woodburn', 'slug': 'chemeketa-community-college-woodburn', 'location': 'Woodburn, Oregon, US', 'logo': 'https://photos.applyboard.com/schools/000/001/590/logos/small/Chemeketa_Logo.png?1593018115', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/277/photos/optimized/ChemeketaBrooks-Diversity-June2020.webp?1659715885'}"
